userid,movieid
10791,912 904 1266 2791 1233 3671 969 1090 1954 1258 2947 1394 2951 1952 1254 1945 910 1220 1732 2395
19662,5418 3948 3408 1917 7153 6377 2706 8360 6874 8665 1784 2671 4896 5299 5378 3977 2617 7438 4720 3994
19663,7361 4995 2115 8665 1682 48516 1732 1517 2194 51662 1917 2291 4027 3275 2692 48394 353 45722 6502 48780
19822,1079 1259 1234 11 1387 1639 2081 1674 3052 1396 2542 2248 1199 1302 4027 1777 543 910 838 2804
9212,33794 2329 6874 7438 48394 1222 33493 35836 8644 34162 38061 6934 34048 53996 6502 8874 1090 1625 40819 2353
19906,4973 7361 1208 750 5618 5902 1080 4011 1258 7153 4995 1961 1682 6953 8949 1183 1175 1729 3897 1172
16191,8641 1608 1552 1246 8949 6947 30810 912 4262 3005 4023 1266 1307 3256 3210 2 2278 2403 2795 27808
13890,750 32587 1090 5618 1246 2324 1201 1387 2194 2353 1199 5989 3000 551 1215 741 474 3175 6807 3418
20226,5418 32587 44191 4011 8665 1288 54286 1201 33166 48774 6711 4878 1262 44195 912 1276 55820 4034 8636 5989
20326,6711 912 551 5418 2985 1246 1247 1101 2657 2395 8360 2321 1250 1201 1225 1673 1204 1199 2268 2302
20195,1206 7153 2329 1258 1222 6539 5445 2700 1732 5669 1208 3081 5349 4886 2712 1961 33794 7147 551 4262
20424,912 4995 3481 1288 44191 1485 1387 2329 2321 5669 1207 2324 1246 48774 8464 1079 1247 1500 2302 8622
20436,6377 3114 2918 2797 5349 2355 4896 1610 8360 1784 5816 3147 8368 8636 1207 1246 5418 1259 1304 62
20453,6539 2706 5445 33794 6377 2353 2012 3948 4995 4886 1610 2329 2011 44191 2916 8644 104 45722 3753 51662
20472,4995 6539 33794 1961 2542 1206 6711 4027 3081 3160 1573 48780 2916 2355 48394 1222 1246 1258 2502 48774
20534,720 2321 2174 3000 5060 913 2395 910 2302 2797 1653 2692 7438 2542 2761 2012 1584 8784 44191 741
20584,2289 1288 1252 2064 235 162 58 265 3362 3504 5669 1449 1095 1267 3006 2313 1945 2804 45 515
3101,4896 1225 5816 1784 5989 1917 2194 1674 1242 1375 3948 2617 6365 508 4014 1517 1088 1573 474 17
20631,48516 7153 1080 33794 4878 48394 48780 8961 58559 51662 1222 56367 6539 2502 44195 6711 33166 4963 2700 45722
20760,1653 2706 1641 58559 2502 8622 16 2324 30749 2194 1729 1259 49530 1090 59315 30793 47610 5816 3448 39183
20772,2012 1199 750 1625 4370 745 2288 2804 2657 904 4973 1339 497 1921 36 4022 29 1358 3703 2692
20788,2761 2144 2001 2019 2424 6807 953 1747 515 2359 1172 3671 2002 261 1411 1552 1912 3702 215 3703
20845,2542 3994 1370 30707 923 48394 6502 8874 555 5502 1259 3527 1242 1954 508 6333 8644 1387 8464 163
15893,4262 2804 1394 2968 1199 551 1500 1274 1884 33794 1272 1233 3608 3175 2378 1257 2890 3363 741 3396
10520,7361 6874 33794 3114 7438 1206 8360 1517 2918 4878 1784 5418 48516 8636 2700 49272 33493 4011 6333 6365
20889,2706 5349 913 1968 2324 4022 2012 337 1304 745 1407 778 1234 1333 3948 899 1573 3911 1250 8636
20911,5349 8636 1246 7361 8360 6333 4995 1517 2797 5418 1259 7147 2081 4973 5299 1485 2174 6863 5991 2324
7320,4886 5989 1961 2617 1682 2353 33794 8961 1608 1370 7143 32587 5218 2012 4246 33493 3948 2001 2355 1387
21006,1079 1394 5060 1247 2352 2406 1235 2336 2150 3897 2973 6539 1183 2671 1947 509 5816 953 3060 1957
18127,4963 2572 3448 1732 594 1625 5218 2406 2078 2424 466 553 2581 1059 4995 2100 3256 2194 11 3471
21129,6874 49272 7438 8961 6539 4011 58559 51662 5445 48774 56367 8636 33166 5349 2706 44195 33493 51255 45722 6333
21151,441 1954 2791 246 529 1608 3535 30749 5669 2692 2763 3275 41997 5377 6016 8622 2770 2064 1207 3555
21162,1732 1266 3408 6365 5060 2324 913 2355 7143 3949 3671 553 17 44199 1060 1676 4776 4973 6016 46976
21176,5218 48516 6539 2011 33493 7361 1282 3052 45722 6333 596 2081 1748 4973 3994 1032 1961 46578 45499 1028
10191,2706 1584 2174 5378 1206 5502 1968 1101 6365 2000 1544 1573 3753 4896 4718 2167 2700 4571 3785 1391
20546,7361 46578 778 7153 2692 48780 1206 56367 7090 1148 4848 4235 8874 8949 745 1222 39183 4011 2291 3160
21269,2987 1584 1278 920 661 1682 8636 1207 1376 2137 4308 1610 5991 2054 1961 4014 1387 2161 1653 2174
21286,1127 2353 6377 2105 1320 1876 3114 5218 4308 4995 1304 2470 5989 4246 353 2948 1129 2018 2100 3418
21324,1035 1747 5989 4027 1267 3551 2150 1204 2819 1293 3396 1997 4034 515 5377 3508 2463 3006 5902 2011
21387,1258 594 3147 1208 3949 1517 2012 6365 6377 5218 1961 7361 1485 2542 4973 5418 1732 6934 2000 1387
8714,2706 4022 2502 2329 3147 3408 2700 4011 1206 3481 2599 4027 1090 3160 3176 3623 2355 1387 2890 4262
21562,2987 1276 1610 1968 3362 1248 1954 1682 1035 33794 2324 5418 551 1086 911 2915 36 1188 1663 49272
21596,33794 5349 8636 48516 2329 7361 4886 4995 7143 8644 58559 2542 8368 48394 48774 6502 34405 59315 6378 40815
21600,1961 778 5816 342 1219 300 2336 5991 1917 2692 3160 3967 345 1380 11 497 2706 8368 1088 6942
1069,"I n t 6 4 I n d e x ( [ 3 3 1 6 6 ,     3 5 2 7 ,       9 2 0 ,     1 4 8 5 ,     7 3 6 1 ,       5 8 7 ,     1 2 1 9 ,     8 7 8 4 ,     6 7 1 1 , 
                           4 2 4 6 ,     5 3 7 8 ,   4 1 9 9 7 ,     6 8 7 0 ,     3 4 2 1 ,       5 5 5 ,     1 2 0 4 ,     1 9 6 8 ,     3 5 5 2 , 
                           1 0 9 4 ,     3 6 3 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
21747,49272 56367 48394 48774 33166 32587 7361 44195 51662 48385 30749 44199 30707 8665 40819 4995 5418 54272 2329 6016
21766,1917 2502 2355 104 1222 1079 1784 1573 48516 5218 1370 2985 4034 2700 2804 2054 1376 1090 35836 7147
21780,6333 2355 3753 2502 1101 1207 1639 44191 2804 1183 2336 2987 2167 7147 3255 1544 4011 1641 54286 5618
21781,6874 1206 7361 7438 778 3147 2502 6377 2706 1259 44191 3114 1968 1220 4995 4973 2700 4963 6016 49272
21804,4973 6874 7438 32587 33794 8961 48516 6711 6539 6016 1208 2291 1682 49272 8784 48780 48774 912 2692 4011
21823,778 3949 750 4848 3160 1222 2291 1199 5902 4034 1748 48394 5445 3052 48516 33794 46578 1258 4235 29
3936,2692 2542 8360 1625 1732 750 8636 7090 1199 1127 33166 48516 1921 30707 1645 2710 46578 8874 5991 48774
21895,1244 912 2174 247 1077 29 1673 1179 2313 4848 2700 36 5618 1635 4878 1084 2918 2291 2804 1204
21912,7361 46578 30749 48516 4848 7147 8622 5989 8970 48774 39292 1206 2395 55820 56367 750 6942 30812 4011 2324
15669,4022 5445 1234 5502 904 7143 51662 920 58559 5679 4901 3114 1380 368 56367 48385 2273 5956 1356 1252
9585,4886 2291 1258 1625 3418 551 4308 3081 3471 5816 1271 1183 1673 1094 1997 3160 3948 1732 3175 5299
22116,1610 5349 4896 1035 1573 5816 2006 3751 8368 2081 1028 3418 11 2324 6942 805 594 920 5378 1722
22130,2115 3753 1101 474 2006 1127 2058 4011 2692 3897 1544 2542 6539 3418 3481 555 3082 2268 778 1918
22214,1208 8961 6377 4886 5618 1732 3949 4027 750 4963 1201 6016 5445 6711 6807 4995 44191 3052 3000 1090
22268,1517 3911 1060 337 3147 1625 3448 2804 1387 2580 1380 1059 22 3176 4025 3617 1394 3755 4973 372
22301,4011 1732 6874 2353 2001 3948 555 1608 7438 508 2268 1676 1784 5349 1079 33794 19 2700 1246 51662
22326,5995 5225 1230 1247 8368 1732 5617 30810 8958 8376 1784 4881 8910 8798 3114 2502 1267 3083 1288 38038
22360,2692 912 1220 2019 2324 6016 2502 5349 1263 8636 6333 1247 3147 5060 1276 1249 1641 1207 2355 913
22406,5669 3911 8464 8622 39183 1784 8961 6377 3949 1207 4022 904 33794 4878 30810 5388 6331 7160 246 1673
22437,4011 1732 4027 2692 4979 1748 1222 4886 6377 4262 1639 3147 2395 1215 4641 1199 8464 30707 4308 551
22499,1288 1079 2692 1673 52 246 1912 778 3317 515 1635 838 1244 3160 11 3418 2406 2804 2908 3253
22535,5418 6333 2502 33493 4011 8368 8665 1208 6016 2706 7147 5618 2918 5816 3147 2115 4896 40815 7143 8784
22619,1748 3471 1396 1909 2105 5349 1320 2985 1921 1215 3033 4027 5378 2657 1544 1517 1274 5618 6711 172
6198,33794 5669 48780 2542 51662 1653 3081 3052 2706 1391 7254 1961 1219 44195 2692 27773 1748 8622 3147 54286
22654,4011 1645 3256 1676 70 1597 1729 353 555 34048 4270 6281 4310 6502 1262 8961 3275 48774 5956 1732
8519,1208 750 912 2502 2329 1201 33794 1252 32587 1206 49272 1228 1304 4011 1090 913 1247 44191 1204 55820
22732,6377 7153 1219 923 4963 2502 2987 6874 5989 4027 2797 8961 2291 5669 2011 4022 3408 1387 2012 7438
22762,1208 16 5989 2804 8784 54286 30707 8874 1101 48774 4886 1394 48394 7143 1080 4979 8464 2302 49530 1250
13456,4963 5989 2291 1094 2353 1127 2529 1234 6537 3081 7147 2761 1288 3948 4027 4246 1408 1201 2058 6502
22789,33794 1080 3147 4027 3052 1748 48780 8874 5378 1208 2916 55820 6807 442 3994 1517 750 2502 56367 48385
22816,551 1278 8644 1376 2529 2105 3489 2502 2124 1394 1201 4022 2353 4701 497 2804 1663 1372 2788 1274
22818,32587 7143 54503 34048 47610 45499 3147 1278 55765 53996 1080 7090 1228 34319 33660 7293 3868 1262 2302 1784
22830,1222 7438 32587 1258 1961 2115 1220 1610 1732 4011 1517 7153 1246 1208 6016 1090 1206 1552 2542 6711
22834,2355 1307 2336 1207 1206 5995 908 4886 913 48774 902 1267 44191 910 6377 4018 8784 8949 44195 2686
22876,778 1225 912 4027 7361 6874 5618 1246 2542 5669 4011 3751 509 6377 1732 4886 6016 4034 1223 8961
14129,4979 4027 5989 1258 6016 2502 5995 1732 2712 32587 3147 5349 1032 8622 3967 33166 3052 5225 4235 1219
22904,1288 2324 1222 6711 555 3052 1080 1183 1090 337 4896 497 1466 3006 5618 1729 471 1396 4308 300
22929,3147 551 48516 1732 8644 16 3994 33493 6539 45722 48780 58559 1377 5349 3623 163 4148 3717 44665 3499
22026,48516 4973 1148 912 3000 2692 745 1274 56367 1250 1288 30707 59315 4235 30749 903 1175 49530 551 8949
23006,1220 33794 337 1259 49272 1608 235 33493 551 1233 7143 2947 1552 368 912 1028 2763 1206 3994 54286
23119,4011 44191 7153 1206 3949 48780 1968 5418 6711 48394 4034 58559 4973 1517 1784 5445 8961 2542 51662 30707
23161,1370 1090 2710 3948 3751 2291 2268 370 3527 4034 62 2329 1954 3253 3448 3897 1376 3471 1302 1219
1405,"I n t 6 4 I n d e x ( [   8 6 4 5 ,     7 2 5 6 ,     8 4 6 4 ,     5 9 9 5 ,   4 5 9 5 0 ,   4 6 5 7 8 ,     1 1 3 6 ,   3 7 7 4 1 ,     8 9 4 9 , 
                           6 2 1 8 ,     1 5 1 7 ,         5 8 ,     8 9 6 1 ,   3 6 5 1 7 ,     7 3 6 1 ,     8 7 8 4 ,     4 8 8 6 ,     7 0 9 0 , 
                           6 7 7 3 ,     7 3 2 3 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
23287,4027 4963 1127 1968 2174 2700 750 235 720 8360 3897 1060 2406 1909 8665 2000 33493 543 1449 3108
23332,1148 49272 2355 6333 46578 4878 41569 44665 7373 7090 33166 35836 33679 5418 1682 5903 49530 36529 44199 31878
16045,2329 3000 1215 6502 2692 2174 1220 1261 3147 3703 4105 5679 1246 555 1584 1288 1225 7254 2710 4446
23345,7361 509 4995 6539 4246 265 58 1682 8360 337 5989 4014 2291 3897 4308 4963 5991 1961 5902 2671
23462,265 515 2108 898 1230 778 1912 1653 1244 232 916 2324 933 1584 1635 1357 3052 3072 535 319
23548,8961 5445 33794 6365 5989 1961 4995 2012 5816 7143 3948 2617 104 1573 1552 44191 1610 2353 2791 2174
23702,1225 904 1304 908 1208 1387 1376 3175 1259 4973 1207 2918 1394 1201 1258 3671 903 551 8360 5349
23735,6539 8961 6874 7438 32587 48516 4963 44191 5445 8636 5349 2502 8360 4973 46578 8665 33493 48780 4878 51662
23795,7153 6539 7361 5445 33794 32587 8636 5418 4995 1206 1387 750 5989 8368 4011 1222 6365 3147 2115 904
23801,48516 44191 4963 1222 5445 2542 8961 4995 6377 5418 6711 2502 49272 1208 48394 46578 6365 7147 8636 8874
23822,1968 3421 1292 3911 1953 920 2020 3362 1256 2987 1374 2407 1172 3424 1965 955 3108 3683 2108 1254
23834,1225 1206 778 1208 750 5618 4878 1079 6874 6377 5669 2174 923 3949 1784 1219 509 1183 2918 8961
23905,1250 1304 7361 4027 1784 2324 5989 1262 953 1267 922 5060 2791 2186 2918 1997 4011 4848 4878 1259
23649,1127 4979 923 5299 5995 1288 1961 3481 46578 4878 1292 7147 33794 30707 4022 8368 3967 1965 1682 908
23965,1307 1968 1784 1302 3114 508 1148 1641 6539 1674 788 745 653 1127 1282 2150 1258 805 2420 2324
8127,1258 1094 1249 1199 2692 5618 508 2951 3448 5669 16 17 2987 4886 3386 2174 235 555 3681 1608
24071,2916 1374 4963 1961 1148 1641 1784 440 4995 508 509 8636 4308 745 3147 1206 4027 5989 1394 3994
24138,8961 7361 6377 33794 6539 6874 7438 32587 4886 44191 48516 8636 46578 4878 8360 4973 3114 49272 2329 2355
24139,5378 6539 8644 4896 5816 2916 1407 8360 6537 4022 5459 33493 1676 6373 4963 2167 1485 1997 1544 2985
24150,3471 3421 1639 1285 1645 30812 266 350 2795 1278 2231 6016 8644 1094 8376 1231 5945 2871 2407 47610
15504,1394 3039 2302 3033 471 1485 6711 1997 1682 3361 1201 1466 784 1234 33166 551 52 4571 3949 30707
6973,910 1244 953 1307 922 1263 1201 1199 5377 1278 898 1961 2186 1231 6377 6016 3967 3160 909 1641
24302,1387 1207 923 1610 1266 1234 1584 1968 2797 1208 1090 1250 1304 1101 3897 4886 750 4034 1278 1035
24315,1732 4979 5902 16 1230 441 5013 1247 3253 440 3949 866 8784 5388 162 543 3730 2019 247 104
24334,2329 1222 778 1215 2291 2542 3949 1274 2529 1625 1376 4963 3703 2011 1997 3702 51662 353 4720 2012
24451,2012 3617 8644 2081 32587 4718 8665 45722 596 4776 317 4344 3301 2329 34048 55820 1127 1584 53996 2723
24543,6874 7438 4995 33794 4886 2502 1682 8360 1206 1222 49272 33493 4022 5378 6711 4034 2692 1653 7147 3897
24566,1552 1597 2167 2 4896 4022 6539 3255 1220 3751 2424 1242 1968 2193 48516 1641 317 1035 3147 1909
10483,928 1247 48516 1256 902 914 48394 33166 2300 5013 30749 39183 40819 1104 30707 931 2791 8784 1178 48780
24784,8961 5418 2329 4886 4973 8665 48780 54286 6016 2542 778 1206 40815 6502 33166 48385 3949 1208 2502 34405
24795,1732 1220 2174 104 3033 1079 551 543 4979 4027 2291 7153 2321 7438 1206 1394 5349 1380 2003 235
24810,6377 4963 4995 1356 6333 5989 1376 1917 8961 1784 2640 1610 3471 1387 2918 5502 33493 5299 2268 5218
24813,49272 7438 6377 1961 4963 6333 48780 5218 2115 2329 48774 7254 4878 45499 1517 8874 1917 48385 6537 55820
24859,4963 5418 4973 5349 8636 1682 6365 6333 8665 7143 6711 1208 4022 33493 8368 6934 5816 5669 5378 49272
24952,7153 2329 4011 1206 7438 2542 1732 1222 5349 4963 1208 33794 5418 6365 3052 1258 6502 1199 1625 1676
24802,32587 48516 8961 48394 48774 5418 4878 2329 6539 8636 33493 4011 8665 55820 7361 46578 45722 56367 6333 44665
24978,36 2692 4235 1084 1212 1408 1345 8874 1204 3897 2313 5010 2366 2391 112 1175 6947 3683 2294 4641
25096,497 3114 11 5060 1396 1225 5989 2081 5991 2947 2268 3897 1747 4321 1101 930 4499 1284 40815 1375
25167,7361 4011 4034 48394 5669 1961 4262 54286 750 8464 1466 8622 51255 4027 56782 48738 54503 8874 5418 52973
25185,1028 1022 2080 1029 594 1282 2078 1032 2096 596 2018 1035 2085 2081 914 1025 2137 3034 1947 616
25236,2355 8636 1517 33794 6333 7361 5989 1485 7147 1682 8644 2321 1641 44191 5378 6218 41566 5459 4995 3977
25397,33794 8636 745 8360 1250 1304 953 1225 48780 1203 8874 46578 1223 1252 54286 5989 1080 4896 969 41569
25465,1206 6711 7361 2692 1208 6016 923 904 1148 4878 2324 5902 4027 3160 2019 4246 1199 1246 6874 1307
25523,508 3147 2657 1278 1500 4886 2302 2617 4022 1997 3671 5349 353 474 1544 32587 1222 1285 2542 16
25537,6874 7438 2700 1222 48516 1208 2706 6016 2291 1968 1080 6502 8961 2542 48780 4963 58559 3253 33166 56367
25553,2455 1994 1347 1345 4973 2291 778 4720 1321 1387 3527 551 7361 1690 1732 3703 1967 2529 32587 3476
25556,49272 55820 6377 48780 8961 56367 48774 5902 44195 7147 2797 1954 58559 1732 1220 1302 1242 1266 2115 3911
255,"I n t 6 4 I n d e x ( [ 4 0 8 1 5 ,     2 9 5 9 ,     3 0 0 0 ,   3 7 7 2 9 ,     1 0 3 5 ,     1 9 9 7 ,     5 6 7 9 ,     2 7 1 6 ,     2 6 2 8 , 
                           1 2 1 0 ,     2 5 7 2 ,     1 4 0 7 ,     5 9 8 9 ,       1 0 4 ,       9 1 4 ,     1 2 9 8 ,     2 7 9 7 ,       9 6 8 , 
                             5 4 3 ,     8 6 2 2 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
25597,33794 44191 5445 6016 1732 49272 2502 4034 8961 1208 16 1090 55820 58559 1682 48774 8636 5349 8798 5669
25606,1732 1258 46578 48385 1961 2916 48774 2353 3527 2012 8798 30707 3481 7254 8784 1784 30749 1246 2763 1466
8111,8636 33493 8368 5816 4896 6373 5459 40815 49272 45499 51662 2502 33679 5903 34048 4878 5989 48780 48516 7458
14562,1732 3147 46578 4034 1784 2115 2542 58559 7147 48385 56367 8874 7254 2692 30749 2700 1127 51255 2353 6870
19826,1148 7438 745 3949 6016 1208 1223 2329 1220 29 1222 2355 720 4246 4014 509 3160 5902 4034 3052
25789,1206 2 5445 2617 2640 3949 5418 2140 1732 2797 1645 2529 5989 1625 788 2294 5459 4718 1921 1907
2437,4878 1206 551 4973 7361 4011 2291 1258 2692 5618 1222 1282 3481 1921 3000 1517 8874 1729 4027 48394
25930,17 750 2987 912 1206 2706 3114 913 1080 2947 3751 2355 2700 3471 2916 1148 2791 265 1201 497
24338,3114 7153 8360 1080 1079 4014 1028 1307 720 551 1035 497 2324 4963 4027 5377 4995 345 1188 1907
25991,6377 1307 5377 5816 7361 48516 40815 3948 30749 44191 56367 40819 34162 1234 6870 44195 1608 48774 3510 912
26071,2329 1258 6016 2076 1500 1060 1225 1172 1175 36 1148 1653 2115 904 162 29 2064 3052 3176 46578
26133,551 2987 1517 2355 1282 2291 1022 2329 32587 7438 1219 2710 1222 1682 2011 2115 1968 1380 1278 2018
26146,1307 1225 1247 1230 4014 1246 2324 920 750 1183 903 17 1258 1094 7361 1961 1172 908 5995 4995
1778,4963 8644 5989 1517 6378 1917 1961 5502 6373 3114 48516 2 34048 3527 48780 6502 58559 2355 8874 5010
26163,2329 1673 1183 1391 2076 5013 307 46578 3967 2599 1358 30749 1370 5673 5015 1095 48774 3000 800 562
16705,2692 2542 2700 4034 3481 6016 1208 1258 33794 1080 1517 4886 8961 44191 3147 2712 2324 2710 49272 1653
26176,4878 48516 8874 7143 8961 7254 51255 3052 3000 55820 2167 36529 1215 3949 5618 1199 353 2985 5218 4886
26276,7153 33794 6874 7438 44191 48516 49272 6377 8636 8874 48774 6711 51662 6016 5418 54286 8665 55820 56367 7147
26350,3897 3481 2502 2791 1288 4979 1080 2692 2797 3253 1208 1394 1220 3911 6711 2174 1673 1641 3160 3052
26360,7361 2329 49272 4973 46578 3147 48394 33166 45722 4022 7147 54286 4011 2502 3949 5218 1961 35836 44195 6502
26413,4878 8961 4973 7361 8874 49272 5378 1732 6502 1148 4027 2692 5989 1682 4262 6016 3527 2115 1208 2502
26473,2617 3948 5995 6874 8961 2692 7438 5679 778 265 2268 902 5464 345 2174 1479 32587 5956 4270 62
26505,4963 7438 4995 6365 33794 2291 5989 6333 2011 2012 1246 8636 4022 1517 4027 1917 2115 7147 5618 49272
26532,1396 2804 3175 2529 3897 4022 3702 33493 1293 1201 920 953 3552 1080 2268 1278 4034 1204 7143 2150
26633,6874 56367 1208 8636 44195 30749 30707 1259 45722 6711 4878 33493 35836 49530 1225 8784 1968 750 40819 2324
26647,2700 2329 2248 1961 2064 8622 4720 2020 17 4235 1997 4995 1261 741 1387 923 1884 2003 1584 562
24956,32587 48516 59315 48394 33166 56367 51255 8798 44665 7361 44199 7147 8972 6863 5459 5903 8957 30707 34319 7445
26875,3897 2797 440 1247 509 3948 2324 265 474 1358 1304 1673 708 4641 5945 1278 3160 4886 1246 1220
26905,1968 2194 1206 4979 1954 508 3421 2890 4011 1997 4878 300 3210 1228 1225 441 3039 2248 2710 2115
26933,1653 1222 2291 48394 6016 1206 33493 55820 2115 7143 4034 6502 2692 4027 16 8644 49530 1080 44199 7090
26944,5418 48516 6377 4963 32587 8665 8636 6874 54286 7438 5349 33493 4886 8360 2329 45722 1610 7361 46578 3147
26990,899 1247 1207 1945 3435 909 1084 1203 953 914 1104 954 1288 1952 1947 3175 1944 2366 2863 915
27059,7153 778 1080 1222 6874 4973 1208 5445 1148 2329 4886 5618 5349 1225 1961 2291 7438 3081 6365 2542
27081,48516 33794 44191 32587 48780 7361 48774 54286 58559 51662 48385 8961 51255 59315 6016 4878 46976 49530 35836 44199
27152,4963 4995 2011 2529 2985 4022 3147 2012 1396 4085 1653 6539 3994 1387 3702 3753 4896 4886 5989 2407
27237,4011 750 4878 2985 1199 4262 1275 7361 1573 1148 1219 1079 6016 3702 551 2529 2011 3160 1921 3147
27523,2115 5502 6537 2273 442 3527 1610 3114 4370 5299 5679 3175 104 4701 2700 4776 3751 2763 2 4308
27530,6539 4886 8360 8636 1148 7361 6333 5816 5445 2355 5418 4995 5989 6874 5618 33493 8665 7438 6711 1223
27581,2291 6016 1219 3052 4011 4848 1148 48516 235 2692 1517 2455 48780 1641 48385 745 4308 55820 1246 49272
691,"I n t 6 4 I n d e x ( [ 6 9 5 3 ,   1 1 7 9 ,   4 2 3 5 ,     9 3 3 ,     8 6 6 ,   3 9 8 3 ,   5 2 9 9 ,   1 9 5 5 ,   7 1 6 2 ,   1 0 9 6 ,   8 9 6 1 , 
                         1 7 7 7 ,     9 2 8 ,   3 6 8 4 ,   2 8 5 9 ,   1 0 8 1 ,     9 2 4 ,   1 1 8 7 ,     3 4 8 ,   3 4 7 6 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
27623,7153 4886 4995 8961 5418 3897 5816 8368 4027 5299 4308 2692 5377 5991 3481 5902 5218 2572 4447 8665
27655,1953 2150 306 348 3671 307 6942 6385 3148 497 1653 3504 3363 2353 8958 2313 308 2231 3386 8873
27683,778 4848 5445 2947 1304 1953 2944 8961 4963 1199 1228 2502 1272 16 48394 1954 3147 5902 4235 30707
12560,1220 235 29 1201 6874 5618 2529 1175 7361 7438 2105 3000 3052 508 3702 2710 1784 1544 36 2167
27696,3147 8360 3753 4995 1573 5679 44665 8957 2273 3081 35836 36529 1625 8529 4018 4720 51255 3114 4701 2001
27790,6539 6711 6016 4963 5989 5669 8636 7147 46578 8784 2329 8665 4011 30707 2692 5349 8949 6870 7090 6333
27844,1090 337 2193 1258 1223 720 2294 5060 342 3081 5618 2321 1732 1748 5989 920 1271 2144 2761 3624
27864,17 1225 1258 4886 2324 62 6377 1080 2406 2916 2710 2804 1148 5349 300 1584 3448 104 4963 4995
27896,4973 904 1247 903 5669 3911 1228 1732 4995 2194 1219 3949 1234 7147 246 4886 1394 33166 1199 30749
27935,8360 33794 6333 8368 6874 4963 5418 5816 33493 4896 7438 8665 5378 32587 1917 4995 7361 2355 5989 2617
